semana,pdv,produto,quantidade
5,7293655698536510523,1009179103632945474,1.8963268073146509
5,7333233716541247152,1009179103632945474,2.423676308855491
5,7333233716541247152,1009179103632945474,2.272574108383162
4,7337100614809309511,1009179103632945474,3.9884067953169673
5,7337100614809309511,1009179103632945474,2.5010093960955
5,736370762515904986,1009179103632945474,3.2911914538758196
4,7374593611701529027,1009179103632945474,1.5268097613974472
5,7374593611701529027,1009179103632945474,1.3836030529943568
4,7542707299572856789,1009179103632945474,2.5447195457620126
5,7542707299572856789,1009179103632945474,2.6658623504833034
5,7542707299572856789,1009179103632945474,2.6345387173189954
3,7811452652145895401,1009179103632945474,1.7373099836245396
4,7811452652145895401,1009179103632945474,1.4726657758659085
4,7811452652145895401,1009179103632945474,1.7356301980650526
5,7811452652145895401,1009179103632945474,1.708639541865679
5,7834663156614850833,1009179103632945474,1.6494313627516544
5,788250195309740950,1009179103632945474,1.9628188132222026
5,7970373215500653783,1009179103632945474,1.7890376401568058
5,801620057888796206,1009179103632945474,1.5356316557423488
5,8078953974483084504,1009179103632945474,1.8427381877029476
5,8146022441159978939,1009179103632945474,1.4459066093600037
5,8218664272696908632,1009179103632945474,1.4097094085528596
5,8285869926885816026,1009179103632945474,2.914195609823527
5,832327046212626791,1009179103632945474,1.9298319882602628
5,8366021524037855601,1009179103632945474,2.5973782665658787
4,8573738385684562090,1009179103632945474,2.45895971155057
5,8573738385684562090,1009179103632945474,4.127852203588873
5,8626478656590610274,1009179103632945474,1.4703418261533947
5,865971234381826925,1009179103632945474,2.304200383911224
4,8762168948407201053,1009179103632945474,5.820115715874876
5,8762168948407201053,1009179103632945474,5.995819601860211
5,8769248977626594765,1009179103632945474,3.031783214685064
5,8802739067796591528,1009179103632945474,3.2049276907045683
5,8811617665177719743,1009179103632945474,1.9913475369729507
5,8887999802212910658,1009179103632945474,1.680110818114931
4,8889225208377430018,1009179103632945474,3.642378832789036
5,8889225208377430018,1009179103632945474,3.496961385504836
4,899294502881974083,1009179103632945474,2.392781946816948
5,899294502881974083,1009179103632945474,2.3744189166086365
5,9096005556057980819,1009179103632945474,1.950122702781372
5,9104835639191495776,1009179103632945474,3.3239889667509126
5,9182536396806307039,1009179103632945474,1.708639541865679
5,7885839059164496326,1020862741761856801,67.43702354810917
5,1082822971566526371,1023598837563683985,1.7245782989903775
4,2212298273303379303,1023598837563683985,2.022649741795388
5,2564407586161924059,1023598837563683985,12.943306194278533
5,2676400652440577597,1023598837563683985,3.7834410392546958
5,273891762641281920,1023598837563683985,1.7162581805152972
5,3184339787847739443,1023598837563683985,1.515757862322772
2,3560066852804012122,1023598837563683985,1.3122608221815901
4,3560066852804012122,1023598837563683985,1.41760423482357
5,3560066852804012122,1023598837563683985,1.91769161733348
3,3643094659168811302,1023598837563683985,9.669016869913662
3,4411136016589196853,1023598837563683985,1.6095298608913429
5,4411136016589196853,1023598837563683985,1.4458920917009674
5,5066465609250264929,1023598837563683985,1.6602370246953542
3,5077327874228029971,1023598837563683985,19.251983376637302
3,5077327874228029971,1023598837563683985,30.33495024967832
4,5077327874228029971,1023598837563683985,32.313930414686176
4,5077327874228029971,1023598837563683985,37.54708323694037
5,5077327874228029971,1023598837563683985,33.409478260442924
5,5495878967982711233,1023598837563683985,1.4129895790872422
5,5503951921258300105,1023598837563683985,1.9603278994959585
5,6245393518929939606,1023598837563683985,1.6887657484461023
5,6661487920677831227,1023598837563683985,1.4264261291684717
4,6793608735901366646,1023598837563683985,2.261248696670052
5,6793608735901366646,1023598837563683985,2.4098091757937565
3,8681077486842658696,1023598837563683985,1.8727718934661188
3,8681077486842658696,1023598837563683985,1.8146000060336474
4,8681077486842658696,1023598837563683985,2.212004215930497
4,8681077486842658696,1023598837563683985,2.136449448804692
5,8681077486842658696,1023598837563683985,1.8279445924672468
5,1004005665140505784,1029370090212151375,2.7796843067356254
3,1027356552181929439,1029370090212151375,2.9264905093666314
4,1027356552181929439,1029370090212151375,2.455108907223281
4,1027356552181929439,1029370090212151375,2.2409835250799364
5,1027356552181929439,1029370090212151375,2.4639308015681833
5,1027356552181929439,1029370090212151375,2.2498054194248387
4,1041361123337172848,1029370090212151375,2.669628414494358
5,1041361123337172848,1029370090212151375,2.346098189815463
3,1052746582799504067,1029370090212151375,2.4020777937067557
3,1052746582799504067,1029370090212151375,1.918699008539514
4,1052746582799504067,1029370090212151375,2.1689076982754267
4,1052746582799504067,1029370090212151375,1.9721651958254145
5,1052746582799504067,1029370090212151375,2.4639308015681833
5,1052746582799504067,1029370090212151375,1.9805520164009407
2,1094191475886231615,1029370090212151375,3.236209372890184
3,1094191475886231615,1029370090212151375,2.9827063378187337
3,1094191475886231615,1029370090212151375,2.7116924643475753
4,1094191475886231615,1029370090212151375,2.714314217362523
5,1094191475886231615,1029370090212151375,3.244103136900455
3,1116765688108556050,1029370090212151375,3.8864093379587765
4,1116765688108556050,1029370090212151375,4.312572874507586
4,1116765688108556050,1029370090212151375,3.0004541984549573
5,1116765688108556050,1029370090212151375,3.9743676992134254
5,1116765688108556050,1029370090212151375,2.8840370051392257
3,1132296232481597588,1029370090212151375,1.7719108898319211
3,1139538323933610502,1029370090212151375,2.3863651617600645
3,1139538323933610502,1029370090212151375,2.5776498238893506
5,1139538323933610502,1029370090212151375,2.750005882396674
3,1168798796850757278,1029370090212151375,1.6115909373420452
3,1168798796850757278,1029370090212151375,1.5166993878946966
4,1168798796850757278,1029370090212151375,1.6646220508585703
4,1168798796850757278,1029370090212151375,1.5697305014112217
5,1168798796850757278,1029370090212151375,1.673443945203472
5,1168798796850757278,1029370090212151375,1.5785523957561234
5,1181354881189043377,1029370090212151375,3.3082206878474607
5,1181354881189043377,1029370090212151375,3.9656625466023163
5,1231249042028950977,1029370090212151375,3.6024768395256443
2,1257873368820015598,1029370090212151375,1.6004450932846297
3,1257873368820015598,1029370090212151375,1.6004450932846297
5,1257873368820015598,1029370090212151375,2.4514189923070004
5,130595731092495153,1029370090212151375,2.3494776715108645
3,132417959081980449,1029370090212151375,2.2189538963725592
4,132417959081980449,1029370090212151375,2.1144620319675758
4,132417959081980449,1029370090212151375,1.7252697512624193
5,132417959081980449,1029370090212151375,1.9111542411361475
5,132417959081980449,1029370090212151375,1.7336565718379444
5,1339196509546000138,1029370090212151375,4.348559511475782
5,1364039364236729876,1029370090212151375,2.855528791644963
5,1367062167032477007,1029370090212151375,2.428449792629387
4,1394195920959097871,1029370090212151375,2.9680202762742427
5,1394195920959097871,1029370090212151375,3.2776235485233896
5,1431207974656816429,1029370090212151375,7.76864843890939
4,1448772185104137932,1029370090212151375,2.61100693136262
5,1448772185104137932,1029370090212151375,2.459364013678908
4,1461399615455405591,1029370090212151375,2.3372762954705606
5,1461399615455405591,1029370090212151375,2.113891378655243
2,1474309873477514622,1029370090212151375,2.209760040397997
3,1474309873477514622,1029370090212151375,2.311647724789748
3,1474309873477514622,1029370090212151375,3.253312269914846
4,1474309873477514622,1029370090212151375,3.496952602033998
4,1474309873477514622,1029370090212151375,3.0484112076195267
5,1474309873477514622,1029370090212151375,2.557247085228901
5,1474309873477514622,1029370090212151375,2.521405019623804
5,1482229400923901063,1029370090212151375,3.6758629282084323
3,149516253712383829,1029370090212151375,4.2809228195607005
4,149516253712383829,1029370090212151375,4.45976287130456
4,149516253712383829,1029370090212151375,4.470099408763408
5,149516253712383829,1029370090212151375,3.6390139466127867
5,1496467182461639694,1029370090212151375,1.5868000710357788
5,1505182686562029982,1029370090212151375,7.0766884744408545
5,1522928370647268297,1029370090212151375,2.730237505404569
5,1522928370647268297,1029370090212151375,2.9004026488482424
4,1535661676521506990,1029370090212151375,3.053517469757436
4,1540598699689235854,1029370090212151375,2.88904815515572
5,1545348378921081987,1029370090212151375,2.9782661255772944
5,1581566550135736534,1029370090212151375,2.756313785568312
4,1604470660851767741,1029370090212151375,16.909186529870485
5,1605432738701745316,1029370090212151375,2.0806593422563426
5,160767271803688119,1029370090212151375,3.0016366467446076
5,161742217016860896,1029370090212151375,6.931754468893577
4,1618810898747266867,1029370090212151375,3.8333439401964275
5,1618810898747266867,1029370090212151375,3.1568562273018763
3,1619459682248298375,1029370090212151375,3.0194875659992126
4,1619459682248298375,1029370090212151375,2.8415453805242574
5,1619459682248298375,1029370090212151375,2.9890853300295164
5,1619687555792448000,1029370090212151375,4.321734202505084
5,1623389567075880552,1029370090212151375,5.255340825245109
4,1659060246711875756,1029370090212151375,3.9177764901480656
5,1659060246711875756,1029370090212151375,4.770538795133471
5,1703234904027428982,1029370090212151375,3.434493180126257
4,1709953168291425827,1029370090212151375,3.1106128277578575
4,1709953168291425827,1029370090212151375,3.6968420037728147
5,1709953168291425827,1029370090212151375,2.750005882396674
4,1723285545186060437,1029370090212151375,1.6766271571341271
5,1723285545186060437,1029370090212151375,2.491950272845635
5,1723285545186060437,1029370090212151375,2.9822598566544274
5,177214857628411315,1029370090212151375,1.8906158494214966
5,1777690150042354206,1029370090212151375,3.194204866923422
3,181206689974119927,1029370090212151375,1.822828220383762
5,181206689974119927,1029370090212151375,1.6651238267283917
5,183490793003319983,1029370090212151375,5.309413783124108
5,184094750425750440,1029370090212151375,2.1648426862559735
5,184564842380349935,1029370090212151375,1.5868000710357788
4,1851749258699451003,1029370090212151375,2.5113346792765943
5,1851749258699451003,1029370090212151375,2.4527849575107674
5,1851749258699451003,1029370090212151375,2.2498054194248387
5,1866151881837351861,1029370090212151375,3.2398338532178044
5,1870860275432322673,1029370090212151375,3.9867625677219936
5,1870860275432322673,1029370090212151375,3.822757337873722
3,1919871826352739660,1029370090212151375,1.8620288550078585
4,1919871826352739660,1029370090212151375,2.500511258194065
5,1919871826352739660,1029370090212151375,3.039735283426747
5,1919871826352739660,1029370090212151375,2.8762377557036514
2,1948837721332097755,1029370090212151375,2.1705695318700786
3,1948837721332097755,1029370090212151375,1.8493012332747207
3,1948837721332097755,1029370090212151375,2.548270285556875
4,1948837721332097755,1029370090212151375,2.2966373350946783
4,196603262097877678,1029370090212151375,3.7805872883136677
4,1969812377529166416,1029370090212151375,1.9127081761261155
4,1969812377529166416,1029370090212151375,1.7588534483669962
5,1969812377529166416,1029370090212151375,1.673443945203472
5,1969812377529166416,1029370090212151375,1.5755323643475005
5,201140045369970674,1029370090212151375,1.5868000710357788
5,2013318595312594455,1029370090212151375,1.9127360188118698
3,2015648714931843883,1029370090212151375,3.9456297119367116
4,2015648714931843883,1029370090212151375,4.137777087789192
5,2015648714931843883,1029370090212151375,2.9516675078845482
5,2015648714931843883,1029370090212151375,3.313782481488706
5,2015981713905651838,1029370090212151375,3.73269929616346
5,2020390623845187856,1029370090212151375,3.567966852208452
5,2031284975637552054,1029370090212151375,1.8958270723026043
5,2063190185278967004,1029370090212151375,4.705405276954583
5,2063190185278967004,1029370090212151375,5.009180982655255
4,208528949793432486,1029370090212151375,2.455108907223281
5,208528949793432486,1029370090212151375,2.2498054194248387
5,2095595576383024004,1029370090212151375,2.994650092780176
4,2122206716347744521,1029370090212151375,2.3455844493459708
5,2122206716347744521,1029370090212151375,2.984833170486843
4,2157344735003747294,1029370090212151375,1.9015623320687
4,2157344735003747294,1029370090212151375,2.054454568218108
5,2157344735003747294,1029370090212151375,2.1793998403669703
5,2157344735003747294,1029370090212151375,2.045843301982417
3,2177190556231961002,1029370090212151375,6.475217663295099
4,2177190556231961002,1029370090212151375,4.570053822213108
5,2177190556231961002,1029370090212151375,4.967986762129281
4,2182337327597221139,1029370090212151375,4.756651917772396
5,2182337327597221139,1029370090212151375,4.230036513312903
5,2185285207194552085,1029370090212151375,2.439595636686803
5,2185285207194552085,1029370090212151375,2.3494776715108645
4,2193870348200253233,1029370090212151375,2.340655777165962
5,2193870348200253233,1029370090212151375,2.1510426353406804
5,2193870348200253233,1029370090212151375,1.7989478574194224
5,2194763301888920810,1029370090212151375,2.491950272845635
4,2223673348163344120,1029370090212151375,1.6448536738664652
5,2246902379712865057,1029370090212151375,4.085555234030713
2,2253388937638480168,1029370090212151375,1.918699008539514
3,2253388937638480168,1029370090212151375,2.1047307407014855
3,2253388937638480168,1029370090212151375,2.234599293695819
4,2253388937638480168,1029370090212151375,2.745750775941047
4,2253388937638480168,1029370090212151375,2.2405484513105605
5,2253388937638480168,1029370090212151375,2.2790694218639143
5,2291789831377199489,1029370090212151375,2.428449792629387
5,2320860250200437518,1029370090212151375,1.9971879075815615
5,2327650507250060035,1029370090212151375,1.6536755682113669
4,2357645149237838730,1029370090212151375,2.142220740995778
5,2357645149237838730,1029370090212151375,2.173162804731054
5,2359943051331078569,1029370090212151375,3.19083493589782
4,2375027112103225182,1029370090212151375,3.311686471274036
5,2375027112103225182,1029370090212151375,3.9970991051808404
5,2375027112103225182,1029370090212151375,3.272068343652474
5,2382490111828240860,1029370090212151375,2.98382133044821
4,2382871346569667323,1029370090212151375,2.923017313081864
5,2382871346569667323,1029370090212151375,2.616449344012121
4,2387913936886118168,1029370090212151375,2.450542119334006
4,242205595683604857,1029370090212151375,6.795268121556593
5,2437550509634306034,1029370090212151375,1.673443945203472
5,2437550509634306034,1029370090212151375,1.5755323643475005
5,2443463194390719051,1029370090212151375,2.9318392074267665
5,2471387361150437235,1029370090212151375,3.3337124323075074
5,2480032851555528940,1029370090212151375,6.658607883377015
4,2480104095415436360,1029370090212151375,6.542970792561728
5,2480104095415436360,1029370090212151375,5.294105452118405
5,2481365814393432018,1029370090212151375,8.424122736534343
4,2487021538158213674,1029370090212151375,4.9969402309752295
4,2490395312838725974,1029370090212151375,5.426138002153618
5,2490395312838725974,1029370090212151375,5.081845004123399
5,2507083038419498138,1029370090212151375,1.816330737112755
3,2510617452472083145,1029370090212151375,12.265804158054758
3,2523929761947991194,1029370090212151375,2.018806334394915
3,2523929761947991194,1029370090212151375,2.2906446950580595
4,2532762205818226764,1029370090212151375,3.6948889430771072
3,2534281027991675339,1029370090212151375,2.234599293695819
4,2534281027991675339,1029370090212151375,2.449907721654985
5,2534281027991675339,1029370090212151375,2.134429770369894
4,2540894429463921191,1029370090212151375,1.5809982080995
5,2540894429463921191,1029370090212151375,1.5868000710357788
5,2579363759894236682,1029370090212151375,9.425026959434707
5,2603324373591353531,1029370090212151375,4.71855370124743
4,2606628443648922300,1029370090212151375,4.2870041522515026
5,2606628443648922300,1029370090212151375,5.088806001580013
4,2615389183782675154,1029370090212151375,4.184989296010282
5,2615389183782675154,1029370090212151375,4.124763558172906
4,2624979724111804548,1029370090212151375,2.4307737423419007
5,2641482855906185902,1029370090212151375,3.0511835419437716
5,2641482855906185902,1029370090212151375,3.6286695695661826
4,2667233195222629073,1029370090212151375,2.4196278982844848
4,267169320249754645,1029370090212151375,3.053517469757436
4,2688984192163220749,1029370090212151375,4.0573248430182005
5,2688984192163220749,1029370090212151375,4.521048734882756
4,2737235428009306192,1029370090212151375,1.9348283455164887
4,2737235428009306192,1029370090212151375,2.833518190444161
3,2759224468623266801,1029370090212151375,2.234599293695819
4,2759224468623266801,1029370090212151375,2.2719850098890846
5,2759224468623266801,1029370090212151375,2.134429770369894
5,2759224468623266801,1029370090212151375,2.0102510926093924
4,2760018522154709469,1029370090212151375,4.681070034942317
5,2760018522154709469,1029370090212151375,5.698351531004576
4,2764054896418619542,1029370090212151375,4.18885250226712
4,2764054896418619542,1029370090212151375,3.2675069123955724
5,2764054896418619542,1029370090212151375,2.742108913630479
4,2769047624841228049,1029370090212151375,8.158969839353484
5,2769047624841228049,1029370090212151375,5.372282044791229
5,2774012253223658610,1029370090212151375,2.3494776715108645
5,2788846207558964037,1029370090212151375,3.2966885199062808
5,2800594288927553485,1029370090212151375,2.71024920534307
2,280208808056772160,1029370090212151375,1.7370948495579956
3,280208808056772160,1029370090212151375,1.5279670945829749
4,280208808056772160,1029370090212151375,1.8249420033484463
5,280208808056772160,1029370090212151375,1.816330737112755
5,2805130744255507652,1029370090212151375,2.332094791817532
5,2808348695303068589,1029370090212151375,5.166440999126323
5,2812349255140874433,1029370090212151375,2.920753286835027
3,2837106258883844645,1029370090212151375,4.040753433443452
4,2837106258883844645,1029370090212151375,3.401486115465983
3,2866379461020353700,1029370090212151375,5.545632338086402
4,2866379461020353700,1029370090212151375,6.71991928036827
5,2866379461020353700,1029370090212151375,6.480783042526886
5,28765305917365635,1029370090212151375,2.223131943591113
5,2904283814836480430,1029370090212151375,3.4963483221728753
3,2910254038473900987,1029370090212151375,7.004266464880053
3,2910254038473900987,1029370090212151375,6.707352909503777
4,2910254038473900987,1029370090212151375,7.5057060967465885
4,2910254038473900987,1029370090212151375,6.566236820640804
5,2910254038473900987,1029370090212151375,6.0946310242899004
5,2910254038473900987,1029370090212151375,3.8426269564182314
5,291350692079178245,1029370090212151375,3.0016366467446076
5,292805027948656528,1029370090212151375,4.045598817275387
3,2929686896786636041,1029370090212151375,6.009364235003738
4,2929686896786636041,1029370090212151375,5.2536421079534845
4,2929686896786636041,1029370090212151375,8.325897932587413
4,2938119085319755040,1029370090212151375,4.091464269427991
5,2938119085319755040,1029370090212151375,4.290854684569105
4,2957290858697022797,1029370090212151375,4.812743934689017
5,2957290858697022797,1029370090212151375,3.7555623668844453
5,2957290858697022797,1029370090212151375,4.274998491987412
5,2957707029501802639,1029370090212151375,8.826361987306965
5,2963571453631672195,1029370090212151375,2.1951124723136615
3,2983244898108628573,1029370090212151375,6.266202293721057
5,2984159679903151248,1029370090212151375,4.274998491987412
4,2996423412583906652,1029370090212151375,2.8287294260649674
4,3010405270155851239,1029370090212151375,6.898455180148662
5,3010405270155851239,1029370090212151375,5.917955168311301
5,3054084803570625886,1029370090212151375,2.67845030883926
3,3060132214071414550,1029370090212151375,2.5201014389953653
3,3060132214071414550,1029370090212151375,2.5143924495441867
4,3060132214071414550,1029370090212151375,2.682160239169504
5,3060132214071414550,1029370090212151375,1.9049172055002304
5,3114076303244676776,1029370090212151375,4.231829448540755
5,3114076303244676776,1029370090212151375,3.5380176772067746
3,3130668981498065153,1029370090212151375,5.010281643335545
4,3130668981498065153,1029370090212151375,4.714640621823356
4,3130668981498065153,1029370090212151375,4.545345395612302
5,3130668981498065153,1029370090212151375,3.1206064248394685
4,3167092124226784567,1029370090212151375,2.142990755718324
4,3167092124226784567,1029370090212151375,1.7248346774930428
5,3167092124226784567,1029370090212151375,1.6742139599260177
5,3167092124226784567,1029370090212151375,2.0102510926093924
4,3204547530602433786,1029370090212151375,2.7208932735306637
5,3204547530602433786,1029370090212151375,4.649491323976044
5,3204547530602433786,1029370090212151375,4.413581998071648
5,3206462311170667980,1029370090212151375,7.14056981243727
3,3217822067684582934,1029370090212151375,1.8817972319999636
3,3217822067684582934,1029370090212151375,1.7232052145438037
5,3217822067684582934,1029370090212151375,1.7676753427118979
5,3233071277512130312,1029370090212151375,1.8843788137855795
5,3254330508778517565,1029370090212151375,2.7994526837277305
5,3254330508778517565,1029370090212151375,3.6475762916050973
4,3266508836797762409,1029370090212151375,2.1803193776779173
4,3266508836797762409,1029370090212151375,1.9883660132366596
5,3266508836797762409,1029370090212151375,1.673443945203472
5,3266508836797762409,1029370090212151375,1.7917963891962427
5,3284635654872295178,1029370090212151375,2.451043895203828
5,3318651357916572056,1029370090212151375,1.8843788137855795
3,3324333006057930867,1029370090212151375,1.979858857306434
4,3324333006057930867,1029370090212151375,3.8889990873763307
5,3326908659076080264,1029370090212151375,4.944786941451715
4,3349417450905511309,1029370090212151375,2.8287294260649674
4,3349417450905511309,1029370090212151375,2.8643958299501264
5,3349417450905511309,1029370090212151375,2.6198288257075224
5,3394928246707138873,1029370090212151375,2.30751016301376
4,3400927100534163363,1029370090212151375,6.4624731172218475
3,3417253549307231064,1029370090212151375,2.4020777937067557
3,3417253549307231064,1029370090212151375,1.918699008539514
4,3417253549307231064,1029370090212151375,1.9547823161320825
3,3441465165896685236,1029370090212151375,2.736344789553169
